  刘一博 百分制/绩点制 签到 85-89/3.5-3.9 老师人格魅力很强 平时任务很有趣，老师很有仪式感 笔试 马克思主义基础理论教学部
   百分制/绩点制 不点名但会定期收笔记，可理解为变相考勤 95+ 老师特别特别好，能选都去选，错过会后悔，不仅是课程的收获更是多方面的感悟 会定期收笔记，每节课要记笔记，会有大约4次随堂出题目论述300字左右，但是评级对平时分影响并不大 期末闭卷考，主要复习课后题足够了 马克思主义基础理论教学部
   百分制/绩点制 无 90-94/4.0 非常好！！！最喜欢的思政课！喜欢历史的人有福了！ 老师要求记笔记并且会不定期收上去检查；期中有小组作业 统考 马克思主义基础理论教学部
   百分制/绩点制 偶尔收笔记本，相当于点名 80-84/3.0-3.4 事情比较多，平时要求上课记笔记，偶尔收笔记本检查，老师课讲得不错 无课下作业，但是史纲都有大作业 考试，全是主观题，需要自己好好背 马克思主义基础理论教学部
  邓红 百分制/绩点制 随机抽查一两次 90-94/4.0 讲得不错，对近现代史的讲解比较客观、负责，课堂不会很无聊，平时分也基本拉满，但口音比较重。 展示论文二选一 闭卷笔试，统改阅卷标准较严，建议提早准备 马克思主义基础理论教学部
   百分制/绩点制 偶尔点名 95+ 老师是川渝人,说话可能听不太清 有一次展示或者论文,展示需要抢名额,论文的话是4000字,期中一次展示或者论文 期末考试 马克思主义基础理论教学部
   百分制/绩点制 只有3次学校硬性点名随机点几个人 85-89/3.5-3.9 老师人很好，说话幽默 期中有篇论文 考试前给一些重点，给分不错 马克思主义基础理论教学部
   百分制/绩点制 无 75以下/2.5以下 老师川渝口音很重，内容很无聊 后半学期可以在课前pre介绍南开校友（不用写论文），无平时作业，论文3500+ 论文+期末考，期末卡分严 马克思主义基础理论教学部
  李国忠 百分制/绩点制 签到 80-84/3.0-3.4 老师讲的不错，但是给分很低 事少 大题，背课后题就行 马克思主义基础理论教学部
   百分制/绩点制 雨课堂签到 85-89/3.5-3.9 还行 任务量不大 我们那时候论文结课了 马克思主义基础理论教学部
   百分制/绩点制 偶尔有，但不多 75-79/2.5-2.9 授课内容一般般就是念PPT吧，感觉没有什么印象深刻的点。日常的事儿倒不是很多。布置作业也算同类老师里少的。但是给分很差……我们这届给分差的好多都是他的。。 难度一般，精力很少 统一闭卷加平时分 马克思主义基础理论教学部
   百分制/绩点制 扫码签到，不严格 90-94/4.0 思政课听的比较少，老师讲的还可以 3000字读书笔记，不算难写（没啥特定要求），但还挺花时间 期末60%，平时40%；期末主观题，老师发了详细的范围和题型，照着背就行了（还提前一周结课让我们复习） 马克思主义基础理论教学部
  王辛刚 百分制/绩点制 不点名不签到 90-94/4.0 老师人挺好的 有一次小组作业，简单 期末论文，不难 马克思主义基础理论教学部
   百分制/绩点制 偶尔点名回答问题 75以下/2.5以下 老师很棒,可是我没认真听 一次期中pre,选书,比较麻烦吧 正常考试,会捞人的 马克思主义基础理论教学部
   百分制/绩点制 点名3次 85-89/3.5-3.9 给分一般，上课喜欢抽人回答 任务较少 闭卷，书本内容 马克思主义基础理论教学部
   百分制/绩点制 偶尔点名 95+ 老师讲课很有意思，内容也比较丰富 会有读书发音频作业，一次小组展示，比较容易完成，事不多 统一考核，只要背下来，期末成绩基本有保障 马克思主义基础理论教学部
  盛林 百分制/绩点制 点名 90-94/4.0 老师授课比较有趣，会放很多视频，老师人挺幽默 会有期中作业，任务难度一般 期末开卷考试，试题内容上课讲过，难度中等，个人觉得给分还行 马克思主义基础理论教学部
  吴淑丽 百分制/绩点制 点名 85-89/3.5-3.9 老师很喜欢提问随机点名，上课的时候会让人感到害怕，事实证明给分也不是特别好 要写一篇期中论文 考试，占百分之六十 马克思主义基础理论教学部
   百分制/绩点制 点名非常勤，各种形式的都有，必须按时到，不可以迟到/早退 90-94/4.0 淑丽老师课堂要求会比较严格，就是不允许不到/迟到/早退，但是人非常好，平时作业简单，给分非常好 平时作业简单，我记得是只有一个论文，还是交给助教，老师不会很严格的 这个都一样的，但是吴老师相对于其他老师不会划重点，给分好 马克思主义基础理论教学部
   百分制/绩点制 非常多的点名和签到,一次课点三次名 75-79/2.5-2.9 完全不推荐,老师根本不体谅学生,处处刁难 有期中作业 有点偏 马克思主义基础理论教学部
   百分制/绩点制 偶尔点名 80-84/3.0-3.4 上课有趣，有点名提问 一篇论文 考试 马克思主义基础理论教学部
  郭呈才 百分制/绩点制 每节课课前助教点名 80-84/3.0-3.4 后半学期排了个座位表，让全都在前五排按座位表坐……给分是真的不行，能不选就别选 一篇论文 考前有重点 马克思主义基础理论教学部
   百分制/绩点制 只签到，没有点名 85-89/3.5-3.9 老师很“敢说”，对历史人物评价比较中肯 无 期末考试+论文吧，我们那年疫情直接论文结课…得了87分 马克思主义基础理论教学部
  祖金玉 百分制/绩点制 抽查签到，手签 85-89/3.5-3.9 老师给分不是很好 期中论文或者pre 学校统一考试 马克思主义基础理论教学部
  张健 百分制/绩点制 从不点名 90-94/4.0 非常好，事少分高 一篇电影观后感 统一考试 马克思主义基础理论教学部
   百分制/绩点制 点名很少 85-89/3.5-3.9 老师人挺好，课还算有趣，可以自己随意安排 很轻松 笔试，全校统一出题，背就完了 马克思主义基础理论教学部
  姬丽萍 百分制/绩点制 偶尔点名 80-84/3.0-3.4 中规中矩，但个人分低 有期中论文 闭卷考试 马克思主义基础理论教学部
   百分制/绩点制 签到 85-89/3.5-3.9 一般思政课 一般水平，期中一篇论文，无回答问题 闭卷统考 马克思主义基础理论教学部
   百分制/绩点制 签到 90-94/4.0 伯苓思政，比较水，论文好好写就能90+ 期中期末两个论文结课 期中期末两个论文结课 马克思主义基础理论教学部
 思想道德与法治 徐曼 百分制/绩点制 点名 85-89/3.5-3.9 授课内容通俗易懂，老师人很温和，挺有收获 期中有一次问卷作业展示 期末闭卷考试，试题不算难，给分还行，难度中等 马克思主义基础理论教学部
   百分制/绩点制 不点名 90-94/4.0 老师人好、创新课堂，睁一只眼闭一只眼 小组合作简单任务量小 论文结课 马克思主义基础理论教学部
   百分制/绩点制 每节课签到 80-84/3.0-3.4 老师讲的很好，素材丰富 平时有篇论文 疫情线上考试 马克思主义基础理论教学部
   百分制/绩点制 本来没怎么点过,有一次老师看人来得太少直接拿名单把全班都点了一遍,还是别翘比较好 95+ 讲得水水的,平常没人听,期末靠自己,但是给分很不错 有一篇作文和两次小组作业,都很水,感觉平时分大家应该都差不多,主要看期末 闭卷考试占50% 马克思主义基础理论教学部
  宋成剑 百分制/绩点制 雨课堂签到，上课提问用雨课堂随机点名，偶尔溜达抽人 85-89/3.5-3.9 老师人挺好的，但是有时候会下来溜达不让干别的 有几个小论文，ddl较缓 闭卷考试，不给重点 马克思主义基础理论教学部
   百分制/绩点制 扫码签到 90-94/4.0 老师人很好，给分也不错 几篇小作文 考试 马克思主义基础理论教学部
   百分制/绩点制 偶尔签到,偶尔点名 95+ 老师年龄较大,讲课风格可能不太新颖,但老师温柔和蔼,不会骂人 比较好水,任务也比较少,只有长江雨课堂网课,上课偶尔抽人回答问题 闭卷考试,考核内容为马工程版《思想道德与法治》,考试时间100分钟,难度不大,考前会划重点 马克思主义基础理论教学部
  吕杰 百分制/绩点制 会点名 90-94/4.0 老师人很好，上课需要回答问题 有两篇长作文 统考 马克思主义基础理论教学部
   百分制/绩点制 不点名,要签到 85-89/3.5-3.9 讲的一般，喜欢让回答问题，会给课堂表现分 手写两篇文章，任务难度小但有点费时费力 试卷考试，给分正常 马克思主义基础理论教学部
   百分制/绩点制 位置签到,节节课不差 80-84/3.0-3.4 老师人不错,有点淡淡的幽默,会捞人,但不会给高分 两次日常作业,慕课 学校统考 马克思主义基础理论教学部
   通过制 位置签到（范围很大）  有点无聊，读ppt有点多 两份1000字手写小论文：我的人生思考+党的二十大报告心得体会。难度不大，认真完成，字迹工整能拿高分。平常课堂回答问题多参与，能加分。 没有范围，整本书，10道主观题，要早点开始背书。 马克思主义基础理论教学部
   百分制/绩点制 课前定位签到 75-79/2.5-2.9 个人感觉道法课都比较无聊 有两次800字左右的作业 平时分50%期末50%，期末闭卷 马克思主义基础理论教学部
  徐延庆 百分制/绩点制 签到 85-89/3.5-3.9 老师是个老爷爷，讲课一般般，容易睡着 平时没什么任务 考试 马克思主义基础理论教学部
   百分制/绩点制 有签到 90-94/4.0 不错 不多 考试 马克思主义基础理论教学部
   百分制/绩点制 随机点名签到 80-84/3.0-3.4 讲的不行，喜欢拖堂，学不到什么，给分还低。 两个任务，一个团体要开两次会，一个个人论文要手写 考试 马克思主义基础理论教学部
   百分制/绩点制 签到 75-79/2.5-2.9 纯念书而且半天讲不到重点，不光啰嗦还阴阳人搞专业歧视，收获就是原来大学老师的学识和道德水品不是挂钩的 期中一篇读书笔记一篇学习感悟，读书笔记是小组任务，难度都不大但是很难有出彩 课本知识点、时政热点，题型是名词解释和案例分析，闭卷，跟高中政治内容有很大重合，背了就差不多 马克思主义基础理论教学部
  姚静 百分制/绩点制 点名 85-89/3.5-3.9 老师很和蔼，上课经常看视频，但是比较注重签到，之前抓过替签的 平时任务还行，就一个小组合作PPT 背的较少 马克思主义基础理论教学部
   百分制/绩点制 签到 90-94/4.0 老师课上会组织一些讨论然后派代表去发言作为平时分，比较宽松 平时任务不多，可能会要求写一份几百字感想 闭卷考，会捞 马克思主义基础理论教学部
   通过制 纸质版小组签名字  老师特别好，会在群里分享各种消息 有一次小组pre 小组pre 马克思主义基础理论教学部
   百分制/绩点制 小组内签到（相对松一点） 80-84/3.0-3.4 很喜欢的一个老师,风格很好,会去为我们去着想 会有小组作业,pre一类,不难 闭卷考试 马克思主义基础理论教学部
   百分制/绩点制 点名 95+ 老师讲课生动有趣，认真负责，会有收获 整个学期就一两个小组任务 统一的试卷 马克思主义基础理论教学部
  刘春雪 百分制/绩点制 点名 90-94/4.0 老师人很好，平时没什么任务，点名前一节课会告诉，讲课也很好 无 期末考试 马克思主义基础理论教学部
   百分制/绩点制 一共三次，老师会提醒下节课要签到 85-89/3.5-3.9 老师讲课很有趣，很温柔 只有慕课要看，基本没有线下任务,期中作文30，放心基本都是满的 闭卷正常考，全是大一，学校统一的 马克思主义基础理论教学部
  李星 百分制/绩点制 自己下课去签到，位置签到等 80-84/3.0-3.4 授课风格有点无聊，但老师人还行。 无 小组pre+期末每组出一个思政节目或拍微电影等等+期末考试，不难 马克思主义基础理论教学部
   百分制/绩点制 签到 90-94/4.0 老师上课有一些无聊，也会叫人点名回答问题，回答问题可以加分 平时事有点多有一个pre，大概十个人要pre,40分还有一个实践作业，就是要拍视频还有慕课上的视频要看单数期末考试给分不错 期末考试占50%，大概就是考课本上的内容，大概背了两个晚上，难度不算特别大，认真背就好了 马克思主义基础理论教学部
   百分制/绩点制 每节课位置签到 85-89/3.5-3.9 老师讲的挺好的,知识点覆盖全面 有一个小组作业，做一个视频，不是很麻烦 统一闭卷考试 马克思主义基础理论教学部
  常宴会 百分制/绩点制 无点名 90-94/4.0 常老师我们喜欢你😭给分非常好，讲的也超棒，让我度过了大学迷茫的阶段，猛猛冲 有平时作业，论文/辩论任选1 和其他思修统考 马克思主义基础理论教学部
   百分制/绩点制 每节课签到 85-89/3.5-3.9 神课,分数把人创飞 写一篇小文章（大概1千）加读书报告（似乎是两千） 闭卷考试 马克思主义基础理论教学部
   百分制/绩点制 课间发定位签到 80-84/3.0-3.4 上课基本不按书讲，会讨论一些与现实生活联系非常紧密且可能具有一定争议性的问题，课堂体验感很好，总体收获不小；但考察、给分比较魔幻 命题作文+读书报告 线上开卷（当时疫情原因所致，正常应线下闭卷统考） 马克思主义基础理论教学部
   百分制/绩点制 学期中会有一堂课点一些带有生僻字名字的同学，除此之外从未点名 95+ 可能比较两极分化，但个人十分推荐，首先考勤压力几乎为0，其次老师上课讲得不无聊（虽然我也没听），最后给分不错 期中读书报告 统一闭卷笔试 马克思主义基础理论教学部
   百分制/绩点制 无 75-79/2.5-2.9 很丰富有趣，但不划重点且给分不太好 有读书报告 闭卷 马克思主义基础理论教学部
  任鹏飞 百分制/绩点制 会点名 90-94/4.0 正常水平吧 有小组展示，课上可以积极一点 期末论文+期末考试，手写800字或电子版2000字，不难写，考试也不难，好好背了的话满绩易如反掌 马克思主义基础理论教学部
   百分制/绩点制 每次课不定期点名，大概4-6次 85-89/3.5-3.9 纪律抓的可能比较严，老师会不定期游荡，小心被抓，不建议选 一次小组展示任务，耗时挺多，一天或半天时间 可能会总结教学重点 马克思主义基础理论教学部
   百分制/绩点制 有点名 80-84/3.0-3.4 老师讲的很枯燥，念PPT，缺乏生动的举例和接地气的东西。 小组展示作业＋读书报告 试卷，不难，课后习题之类的。材料论述。此老师给分不好，大一两学期最低分3.3就是他打的，我没有缺过课并且经常坐前排，期末复习认真梳理了思维导图、背了一星期的课本。84分还卡我绩点。。记住这个老师了。好吧据说卷子是老师们分题改的，但再让我选一次，我不会再上这个老师的思修课。。 马克思主义基础理论教学部
   百分制/绩点制 签到 75以下/2.5以下 老师要求严格，喜欢提问，不让摸鱼 有小组展示，有一次期中作业 统一考试 马克思主义基础理论教学部
  张玉杰 百分制/绩点制 随机点名 90-94/4.0 课堂气氛比较活跃，整体很好 期中任务三选一：论文、读书报告、课堂展示；期末需要完成慕课的学习内容。 笔试，非伯苓要闭卷 马克思主义基础理论教学部
   百分制/绩点制 每节课随机点名 80-84/3.0-3.4 一般，分不高 一份读书报告 不难 马克思主义基础理论教学部
   百分制/绩点制 偶尔会点名 85-89/3.5-3.9 老师人特别好 有个可选的作业,老师很尊重个人的意愿 闭卷 马克思主义基础理论教学部
   百分制/绩点制 点名和签到随机 95+ 给分特别好的老师,很年轻,与学生没有代沟,上课氛围很轻松 没有课下作业,除了统一要求的刷视频 闭卷考试,难度不大,老师改的松 马克思主义基础理论教学部
  朱雪微 百分制/绩点制 不定时点名 90-94/4.0 内容易懂有趣，老师性格也很温柔 有一个期中小组作业 期末考试，背就完事 马克思主义基础理论教学部
   百分制/绩点制 整个学期只有一两次抽查，不太看重点名签到 85-89/3.5-3.9 老师上课很有意思，要求不严格 会有一次大作业，可以单人完成不组队 考试 马克思主义基础理论教学部
   百分制/绩点制 偶尔点名 95+ 课堂内容丰富 有一个小组微电影,任务不多 统一考核 马克思主义基础理论教学部
   百分制/绩点制 偶尔点名 80-84/3.0-3.4 老师讲课很有意思，课堂氛围很好 有一个小组作业，可以展示也可以不展示 基本上就是书上的，不划重点 马克思主义基础理论教学部
  余一凡 百分制/绩点制 不点名 90-94/4.0 生动有趣,讲课有意思 还行,就一篇论文 还行 马克思主义基础理论教学部
   百分制/绩点制 点名 85-89/3.5-3.9 上课严肃，会随机点名提问 有一次小组作业 笔试 马克思主义基础理论教学部
 习近平新时代中国特色社会主义思想概论 史猛 百分制/绩点制 偶尔点名，签到挺多的 90-94/4.0 老师很负责,给分不错 平时一份实践活动大作业,小组完成,需要展示,占用时间的 期末闭卷统考 马克思主义基础理论教学部
  蓝海 百分制/绩点制 签到每周都有 90-94/4.0 老师讲的内容特别好人也好 平时只有一个需要进行社会实践的小组作业，没有其他课外作业 闭卷考 马克思主义基础理论教学部
  代雅洁 百分制/绩点制 没有点名，但有手写签到 85-89/3.5-3.9 上课还是挺轻松的，有小组作业但不难，期末突击一下即可 平时小组作业，不难，不占时间 闭卷考试，考前突击即可 马克思主义基础理论教学部
  孟庆龙 百分制/绩点制 不点名，不签到，会按照名单提问 90-94/4.0 因为是赶上出教材，所以课程考核方式有了很大改变，思政课 调研，pre，小论文，总之是各种考核方式都用上 大题，老师会按照目录大范围划重点 马克思主义基础理论教学部
  张健 百分制/绩点制 有时候会有纸面签到，就是课堂小任务 85-89/3.5-3.9 老师讲课声音比较高，有时候放视频的声音太大了 没有很多任务 考试 马克思主义基础理论教学部
  练宸希 百分制/绩点制 签到 90-94/4.0 老师很好 没什么任务，只有一次小组作业 考试，很好过 马克思主义基础理论教学部
  任铃 百分制/绩点制 签到去年的时候是手签，大家起不来的都是代签 75以下/2.5以下 老师比较严谨（一板一眼的授课，互动可能不算很多，但是喜欢讨论的同学老师会给你发言的机会） 有一个小组展讲，一个论文，不算很占精力 只有期末闭卷，去年听说难度不大，很多人90+，我的低分应该是个人原因（但是也听说过其他人复习了也刚刚及格，主观性比较大） 马克思主义基础理论教学部
 四史专题 马梦菲,刘一博,孙寿涛,任梦磊,陆阳,吴淑丽,孙炳炎,孙海东 通过制 无签到  大水课 无任务 论文结课 马克思主义学院
