 课程名 授课教师 通过制/百分制 点名/签到 最终得分 我的评价 平时任务 期末考核 开课单位
 现代汉语2-1 孙易 百分制/绩点制 没点过名 90-94/4.0 老师讲得很好，对于专业课初学者来说很简单易懂，跟着老师好好学就行！老师喜欢拓展，大家可以多问问题，最后考试不会很难的 课后的复习和预习任务，都是自主进行的没有强制作为作业的形式，比较轻松 考试结课，课程基本知识，平常做好复习和预习工作，复习占用一到两天，难度适中 文学院
   百分制/绩点制 都有 85-89/3.5-3.9 现代汉语内容，老师讲得比较枯燥也比较快，建议自己课后多下功夫 两篇小论文，难度不大。 闭卷考试，有范围，比较简单，100分钟。 文学院
 现代中国文学名篇导读 卢桢,陈千里 百分制/绩点制 不点名不签到 85-89/3.5-3.9 两位老师风格不同，讲的都特别好 两位老师各一篇论文，字数要求低给分高 试卷考试，两位老师讲的不同内容都涉及，要认真听课记笔记 文学院
   百分制/绩点制 不考勤 90-94/4.0 两位老师的课堂都很丰富充实，内容也生动有趣，强推！！听着非常放松但能学到很多东西 平时没有什么任务，顶多就是预习一下 闭卷考试，考试内容上课都有涉及，只要认真听课认真复习就行，放心上这个课会想听课的，真的很有趣 文学院
   百分制/绩点制 没有 80-84/3.0-3.4 神仙课，选了的都说好 前半学期后半学期各一篇论文，任务量不大 考试，还好，背一下老师的笔记不太难。 文学院
 外国文学2-1 芮欣 百分制/绩点制 不点名，有飞书签到（不是位置签到） 90-94/4.0 老师讲课框架清晰，能学到东西 两篇小论文，难度中等 闭卷考试，会提前给考试重点，背诵内容相对较少，不难，都是主观题 文学院
 中外美术史2-1 吴若明 百分制/绩点制 每节课点名 80-84/3.0-3.4 老师人很好，讲课很有意思，干货比较多 小组有一次整理作业 闭卷考试 文学院
   百分制/绩点制 点名 85-89/3.5-3.9 老师很认真负责，也能学到很多东西，任务量适中吧 只有一个小组展示 考察中国美术史内容，难度较大，需记忆的点较多 文学院
 艺术概论 高宇 百分制/绩点制 基本上不点名签到 90-94/4.0 老师人很好，很有松弛感 平时没有任务 一篇论文3000字以上 文学院
 书籍装帧设计 杜森 百分制/绩点制 无 85-89/3.5-3.9 讲书各种文体写作要求，老师上课幽默轻松，公文应用收获很多 一学期有两篇论文，字数1000字以内，难度不大，占用精力较少 闭卷考试，简答论述作文，难度适中，都是上课讲过的 文学院
 大学写作 金鑫 百分制/绩点制 无 85-89/3.5-3.9 干货多，有趣，收获很多写作实用技巧知识 小论文 闭卷考，较灵活 文学院
   百分制/绩点制 用随堂练习的形式点过一次名 80-84/3.0-3.4 上课很水，经常讲很抽象的东西，非常发散。 任务不多，两篇论文，有一篇是期末考试后交的 闭卷考试，10%随堂练习 文学院
   百分制/绩点制 均不 95+ 内容实用，教你如何写作。老师幽默有趣，对待学生耐心宽容，但是大家上课都很水，要勤记笔记 两篇小论文，都不难，一下午就可以搞定 闭卷，考笔记上的一些解释，让你自己写作等，不难 文学院
   通过制 签到  内容很实用,老师讲课风格很吸引人,以闲聊似的方式展开 课上写过几次即兴创作 闭卷考试 文学院
 汉语语音史 倪博洋 百分制/绩点制 没有签到点名，但会叫人回答问题 95+ 非常好，学到很多音韵学的基础知识 预习和复习（因为内容很硬核） 期末有个课程报告，也可以选择读后感，但给分起点会低一点 文学院
 词与词学研究 杨传庆 百分制/绩点制 有时点名 90-94/4.0 老师讲课内容很丰富，很有用 一篇小论文 考查，一篇五千字论文 文学院
   百分制/绩点制 点名 85-89/3.5-3.9 老师全班点名，点名频率很随机，事比较少，能学到东西 平时无作业，期末论文结课 论文结课，内容为词学相关，比较好完成 文学院
 现代中国文学2-1 李锡龙 百分制/绩点制 有时会点（好像会提前说），不过是小班教学老师基本记住大家，但是老师人很好其实没关系 85-89/3.5-3.9 内容丰富有意思（但是讲的有点慢讲不完和下学期的衔接不上）吹爆龙龙老师超级可爱有趣，知识面广、平易近人,非常好的课 论文不多不长，给分很好 考试需要背的挺多但不难，老师会给课件 文学院
 古代汉语2-1 谷峰 百分制/绩点制 无 85-89/3.5-3.9 字形的演变、古文字常识、一些原始文献。老师给分严但讲了真知识，认真听会有很大收获 提起那给了范围，背诵难度较大，所占精力多 闭卷考试 文学院
   百分制/绩点制 无 80-84/3.0-3.4 干货多，严谨 预习复习 闭卷考，默写、繁简字转化、断句等，有点难 文学院
   百分制/绩点制 不点名，有小概率点人回答问题 75-79/2.5-2.9 难难难，玄玄玄，不知道在讲什么，期末背,老师很厉害很学术但催眠 平时没什么任务，论文不多且会捞（因为考试实在分低）,繁体字授课 期末背很多种类很多东西,其实我感觉我背得挺好，结果分数不行（身边有人挂科）,繁简字转换听天由命吧 文学院
   百分制/绩点制 不点不签 75以下/2.5以下 上了就是受罪来了 一次论文 闭卷考试,有一个20分的背书,然后剩下的考平时练的,考一个看古书 文学院
   百分制/绩点制 从不点名 90-94/4.0 内容多而杂，上课严谨，可以学到很多关于古汉语古文字的学术理念和规范。 不多，只布置了一次作业。 闭卷考试，会根据学生水平酌情调整考试难度。 文学院
 Python语言程序设计 张健 百分制/绩点制 不定期点名 75-79/2.5-2.9 老师人很好，讲的也比较细致，学的内容蛮有意思的 内容不多，难度还可以 笔试＋小组展示，用心能拿到好成绩 文学院
   百分制/绩点制 签到 80-84/3.0-3.4 给分不好 任务多 上机 文学院
   百分制/绩点制 要签到，偶尔有点名 85-89/3.5-3.9 内容丰富老师很好 作业就做发布的python程序题，比较简单 上机考试 文学院
   百分制/绩点制 签到 90-94/4.0 张老师讲的特别好，给分也很好,平时只要认真学,能拿很高的分 任务量不大 考试 文学院
 《红楼梦》研究 张昊苏 百分制/绩点制 没有点名和签到 95+ 老师很年轻，讲课很有趣，能学到关于文献版本校对的知识，整体课堂氛围很轻松 期中pre要小组共同对红楼梦的某一章回进行版本校对，对发现的问题进行ppt展示。做起来会比较耗时，但是真的能收获版本校对的方法技巧和经验，如果想认真做可能pre前一周会比较忙。 期末要写一篇结课小作文（感想之类）或者一篇论文二选一，很轻松，比较水，花几十分钟就能写完，最后大家得分也都很高。 文学院
   百分制/绩点制 不点名不签到 90-94/4.0 老师是个才子，需要有较强的文献意识和能力，个人觉得有点无聊 小组合作分工，任务量较大 小组展示+汇报材料+期末论文 文学院
 古文字学基础 孙倩 百分制/绩点制 不点名 90-94/4.0 老师讲的很好，很细致，给分好，可冲。 有几次小作业，但没什么难度，很简单 期末考试，给分好 文学院
 自然设计2-1 谢朝 百分制/绩点制 签到 90-94/4.0 谢奶奶温婉美丽大方可爱哈哈哈哈，很好的一个老师，给的建议很独到。就是作业多。 暂用时间比较长作业多 交结课作业 文学院
   百分制/绩点制 点名 95+ 老师超级负责人，会学到很多东西 有点多 设计作品 文学院
   通过制 签到  讲得太好了，爱她一辈子 多，很忙 不考 文学院
 素描造型 张旺 百分制/绩点制 点名 90-94/4.0 作业少给分高。好好珍惜旺旺劳斯吧，大学最美好的课程之一，和后面的专业课作业相比简直是天使。 正常,很有用 交结课作业 文学院
   百分制/绩点制 点名 85-89/3.5-3.9 用平板画人体肌肉和骨骼，以临摹大卫为主，还会自己选择一些名画中的人物来临摹。可以提前熟悉例如procreate的绘图软件，旺旺老师会推荐下载解剖学-三位图谱这个app，用来作为绘画参考。旺旺老师非常幽默风趣，有点小帅，而且微博上拥有百万粉丝，百度百科战绩可查。感觉上完旺旺老师的课之后最大的收获是本人的观察方法得到了提升，并且在看到一些曾经认为很好的作品时，能够发现里面存在的结构错误，职业病了属于是（ 每天都会有作业，但是任务量很轻，非常认真地画也不会超过一个小时，而且旺旺老师比较推荐大家一个小时限时完成，磨太久了并不利于画面美感。每画一段时间都会有几天的作业是修改以前的画，任务量就更小了，但收获很大，因为会突然发现自己曾经画错的地方，然后就能进步飞速。 把平时作业打磨到最完美，选几张交上去即可。如果觉得自己实在画得一般，可以在期末之前去一趟美术馆，并留下打卡照片，交照片就可以获得10分加分。所以其实大家都能3.7甚至4.0 文学院
   百分制/绩点制 偶尔点名 95+ 非常好的老师，给分超级好 作业很少 人体素描 文学院
 中国古代小说与传统文化 陈才训 百分制/绩点制 都没有 85-89/3.5-3.9 老师讲得很好，能学到真东西，人也很风趣哈哈哈哈，但是如果应付的话论文分也不会高的~ 一次期中作业，我们当时写了一篇流行歌词和聊斋志异的对照分析，总体来说还好 一篇论文，四选一的话题 文学院
   百分制/绩点制 没有 90-94/4.0 老师讲的挺有意思的 平时就一篇小论文1000左右吧，期末一篇大论文 论文结课，老师给题目 文学院
 外国文学2-1 郝岚 百分制/绩点制 不点名签到 85-89/3.5-3.9 老师人很好 还可以，有一次展示 闭卷考试，平时论文 文学院
 课本里的诗教精神（MOOC） 张静 百分制/绩点制 点名 80-84/3.0-3.4 老师讲的很好，课上分享居多 平时没有作业 结课是拍小视频 文学院
