 课程名 授课教师 通过制/百分制 点名/签到 最终得分 我的评价 平时任务 期末考核 开课单位
  邢迪 百分制/绩点制 每节课都点名，缺勤过多不能参加期末考试 80-84/3.0-3.4 老师嘴硬，但死到临头会浅捞一下，老师会记住我们每个人的名字很感动。但是网球太难了, 无硬性要求，需要自己购买网球拍和搭档练习 考对打14回合满分，发球8个满分，得多练 体育部
   百分制/绩点制 点名 75-79/2.5-2.9 难 以期末考核为目标 对打14回合、发球10进8满分 体育部
   百分制/绩点制 点名 90-94/4.0 宝藏老师！！！   体育部
   百分制/绩点制 点名 未出分 老师比较随和，课程收获大，任务难度适中，无作业 无硬性要求 双人对打14回合，底线发球10个，约占用两次课，难度适中 体育部
   通过制 每节课有点名  教正反手发球,老师会指导基础差的 没有平时任务 期末考核三周,难度适中,考对打和发球,对打14个和发球10进8就满分 体育部
 网球高级  百分制/绩点制 点名 90-94/4.0 老师很有松弛感 无 对打十四个来回，老师给你很多机会 体育部
 武术散打 张伟 百分制/绩点制 每节课下课时点名 90-94/4.0 老师对女生很友好，基本上课一小时后大家都开始坐着休息，比较水的体育课，老师会讲拳腿法，但是讲的有限主要是自己练一练，专项分基本都能给到40+，但很少给满。 无 期末会给一节课练习两节课考核，基本上按要求练习都没问题。 体育部
   百分制/绩点制 几乎次次点名 80-84/3.0-3.4 上课轻松，尤其是到后来。堪称放养 没任务 难度一般，用时少 体育部
   百分制/绩点制 每节课点名 85-89/3.5-3.9 平时上课挺放松的，也没什么强度，但是给分很一般，专项都不高 没课后作业和练习 考核 体育部
 武术套路  百分制/绩点制 每节课点名，可以请假一次 85-89/3.5-3.9 老师人很好很幽默 无 期末考试两次机会，比较轻松，上课认真练习就好 体育部
   百分制/绩点制 每次都点名 90-94/4.0 老师给分挺好的 平时上课比较累，有基础的比较好 期末考试老师上课会说，老师会给几节课练 体育部
   百分制/绩点制 每节课都点名 95+ 老师人很好，很有耐心 训练强度稍微有点大 课上教的动作组合，只要课上态度端正，让老师看到你的态度，老师都会捞满的。 体育部
