 课程名 授课教师 通过制/百分制 点名/签到 最终得分 我的评价 平时任务 期末考核 开课单位
 刑法分论 刘士心 百分制/绩点制 无 85-89/3.5-3.9 幽默风趣,最有趣的刑法老师之一!!!!!!!而且上课氛围特别好,老师特别负责. 偶尔留一些思考题,课下思考一下就好. 闭卷考试,全主观题,难度一般. 经济学院
 中国对外贸易 苑涛 百分制/绩点制 偶尔点 90-94/4.0 丹妮给分捞人唯一真神 正常强度，会开小灶 会划范围 经济学院
 西方经济学（中级宏观) 李磊 百分制/绩点制 当时点过一次名，算一次平时成绩 90-94/4.0 老师讲的好，学的清楚 有两次作业 试卷考试，难度适中 经济学院
  杨光 百分制/绩点制 不点名 90-94/4.0 讲的很细,会领着复习 无 所有讲的 经济学院
 财政学 胡华 百分制/绩点制 从不点名 85-89/3.5-3.9 讲得挺好的，老师幽默风趣，会偶尔讲个笑话。 有一个小组形式的pre，没有别的任务。 闭卷，答案基本都在ppt里，选择题老师给了范围和答案。 经济学院
  丁宏 百分制/绩点制 没点过 90-94/4.0 老师上课讲得不错，期末会画重点，只要画了复习了就有高分，yyds 不多，几乎没有 书上重点，难度不大，内容不多，一天就能复习完 经济学院
 概率论与数理统计(经济类) 司睿超 百分制/绩点制 无 90-94/4.0 授课清晰，老师开明，学到很多 每节课都有作业，但难度不大 正常难度 经济学院
  徐雪 百分制/绩点制 无 75以下/2.5以下 可以 每周作业 闭卷 经济学院
 国际经济学 胡昭玲 百分制/绩点制 签到 85-89/3.5-3.9 老师讲课很细致很认真,上课好好听就能跟上 会有几个pre 闭卷笔试,难度较大 经济学院
 外国经济学说史 曹静 百分制/绩点制 一学期点过1-2次 85-89/3.5-3.9 曹静老师讲课特别认真负责，她是真的非常希望所有学生都能听懂学会。有什么问题会耐心给我们回答。 有一次个人的展示，需要用一些精力去准备。但是没表现好老师也不会说你（） 闭卷，给范围，给重点。而且有选做题，挑自己会的答就没问题。 经济学院
 经济学原理（微观） 郑昭阳 百分制/绩点制 无 85-89/3.5-3.9 老师人挺有趣的，不过感觉自学效率更高 几次习题课，难度不大 闭卷考试 经济学院
  施炳展 百分制/绩点制 提问点名 85-89/3.5-3.9 老师讲的非常好，很清晰明了，听他讲不用看网课 无 老师期末会画范围，只要上课认真听，期末复习很轻松，不难，不会花太多时间 经济学院
   百分制/绩点制 点名 90-94/4.0 老师讲课通俗易懂，人很有意思 作业很少 闭卷考试 经济学院
   百分制/绩点制 不签到，点名回答问题，（也可能是点名让你擦黑板 80-84/3.0-3.4 老师上课不用课本不用PPT，想跟上的话最好提前预习一下，不然很容易听不懂 四次平时作业，题目很少 期末学院统一考试 经济学院
  杨丹妮 百分制/绩点制 无 90-94/4.0 每一届大一新生都要知道danny老师真的可以无脑冲 好像有几次课堂小测 考试老师狠狠捞 经济学院
  那艺 百分制/绩点制 点过几次名 75以下/2.5以下 老师讲的很好，人也很好，学得好的分高 基本每次都有作业，作业难度比较大，耗时长，但是会有习题课 统考 经济学院
   百分制/绩点制 无 80-84/3.0-3.4 避大雷,笑面虎,出分快但差,经典语录“乐呵乐呵得了” 不多 闭卷考试 经济学院
  邵朝对 百分制/绩点制 签到+点名 95+ 邵老师非常幽默有趣，非常好玩，讲得也很棒 四次作业 较基础、注意选择与计算 经济学院
   百分制/绩点制 点名 75-79/2.5-2.9 老师挺幽默。而且他的讲课方式不会让你走神犯困，but他讲课速度有点快 适中 闭卷考试，正常难度，题量较大 经济学院
   百分制/绩点制 课上随机抽点回答问题 85-89/3.5-3.9 老师很幽默风趣，讲课通俗易懂 平时共5次作业，有i点难度但不太影响给分 考核题型和平时作业题型比较像 经济学院
  张伯伟 百分制/绩点制 平时上课不会有签到，但是习题课和展示课会有签到，但是影响不大 85-89/3.5-3.9 没点儿基础的最好不要选，老师讲的很超前，空耳的耳朵不好的也不要选，因为听不清。 每节课都会有课后作业 笔试 经济学院
 《资本论》选读2-2 赵敏 百分制/绩点制 不点名 90-94/4.0 老师人很温柔美丽，上课也挺好 一篇论文，占40％，老师上课会说要求 开卷考试，把上课ppt通读一遍应该就可以 经济学院
 政治经济学原理 苏立君 百分制/绩点制 偶尔有 80-84/3.0-3.4 老师讲得一般,按心情乱给分 基本没有任务 笔试 经济学院
   百分制/绩点制 无_偶尔点几个 90-94/4.0 人美心善就是神 无 闭卷考试 经济学院
  王永兴 百分制/绩点制 不点名不签到 75-79/2.5-2.9 老师很幽默可爱，讲课挺细致，就是容易犯困hhhh 适中 闭卷，有点点难，需要背 经济学院
   百分制/绩点制 无 85-89/3.5-3.9 给分很一般 正常强度 统一考试 经济学院
  段文斌 百分制/绩点制 无要求 95+ 段老师是真的宝藏老师，上课会有很多拓展，内容丰富有趣，上到就是赚到 基本无课后作业 会有期中考试（开卷），期末照所发资料复习就行，给分嘎嘎好 经济学院
 领略经济学 胡昭玲 百分制/绩点制 偶尔可代签 85-89/3.5-3.9 水课 无 论文，假期交 经济学院
 数学分析（一） 刘锐 百分制/绩点制 不点名不签到 75-79/2.5-2.9 好，盛情邀请大家来学，刘老师又年轻又风趣 基本每周留一次作业，都是书本课后题 闭卷考试，会告诉考试范围，难度还行，老师捞的很努力 经济学院
