 课程名 授课教师 通过制/百分制 点名/签到 最终得分 我的评价 平时任务 期末考核 开课单位
 政治学原理 程同顺 百分制/绩点制 点名+签到 85-89/3.5-3.9 老师讲的很好，上课也有意思 没什么任务，期中有个论文 闭卷、背ppt和重点就行，需要花的时间挺多的，难度还行 周恩来政府管理学院
   百分制/绩点制 点名 75-79/2.5-2.9 较为严格，但老师有真东西 会有论文任务，也会有思考题 闭卷考试，全是课件上的，有点难 周恩来政府管理学院
   百分制/绩点制 偶尔签到和点名 90-94/4.0 比较好，虽然去年给分总体不太好，甚至有同学挂科，但认真学会有收获，表现比较积极的同学也都满绩了 无平时任务，课前新闻短评自愿参与 闭卷笔试 周恩来政府管理学院
   百分制/绩点制 点名 80-84/3.0-3.4 老师讲的很好，但是要求很高，给分低，点人回答问题 难，要求高 论文加闭卷 周恩来政府管理学院
   百分制/绩点制 纸质版签到 75以下/2.5以下 老师比较严格，授课挺有意思 平时占用时间较少，有期中论文，需要多次修改 闭卷考试，考试内容较难，内容多，容易写不完 周恩来政府管理学院
  郭道久 百分制/绩点制 点名 80-84/3.0-3.4 给分比较友善，风格比较轻松 4000+期中论文 10道论述题，大多来自于PPT 周恩来政府管理学院
   百分制/绩点制 点名（偶尔） 85-89/3.5-3.9 内容不局限于课本，老师讲得很好，性格也很好，风趣幽默，不会很严格 只有期末作业（论文），是考试的时候交；难度不高，题目没有固定要求；很早就会发作业要求，有很长的时间写，不会占用太多精力 闭卷考试，考的基本都讲过，不会占用太多时间，难度也适中 周恩来政府管理学院
   百分制/绩点制 点过一两次名 90-94/4.0 授课内容老师讲的很有趣，性格很好，能学到东西，老师说话方式很好，很推荐道久老师。 有一篇期中论文，但是是在期末交，建议早点写完，可以做些实证，尝试一下，然后注意论文的规范；之后就没有平时作业了，一学期下来比较轻松。 闭卷，老师最后一节课会串一下讲的内容，一定要去听！！相当于划重点，甚至会不小心说出考题，也是建议平时上课好好听，期末周复习背PPT就没问题。 周恩来政府管理学院
   百分制/绩点制 点名 75-79/2.5-2.9 还不错,很轻松 任务少 论文➕考试 周恩来政府管理学院
   百分制/绩点制 从不点名 95+ 老师讲课比较有趣 写一个跟政治学相关的论文，议题不限，3000——5000字，比较轻松的，别的就没有了 闭卷考试，老师在最后一节课会进行重点的复习，好好把这节课吃透就没有什么问题 周恩来政府管理学院
  凌争 百分制/绩点制 2-3次，不会提前通知，点名或创新签到 95+ 老师授课超级好，讲课可获得很多东西，但主要是给PPE班开的 没有课下的任务，有一次期中考试，内容也很简单 闭卷考试，授课的基础内容会考，给分好难度小 周恩来政府管理学院
   百分制/绩点制 数人数或写名字点名 90-94/4.0 老师讲得很好，事少给分也很高 无 考试内容量大，需要自己思考 周恩来政府管理学院
   百分制/绩点制 偶尔点名 85-89/3.5-3.9 老师人挺好的，讲课很有逻辑 无平时任务 闭卷考试，不是很难，但是老师不会划范围和重点 周恩来政府管理学院
 地方政府管理 赵志远 百分制/绩点制 点名 90-94/4.0 老师非常负责任，而且人特别好，非常真诚的那种，是我遇到的第一个看完所有人论文并且给了反馈的，非常温柔和蔼，讲的东西很细致！学到的知识挺多的 只有一次小组展示，平时无作业 论文结课 周恩来政府管理学院
 国际关系概论 韩召颖,黄钊龙 百分制/绩点制 偶尔点名 90-94/4.0 老师很有干货，会介绍时事政治，还会分享自己的论文经验 无 5概念，2简答，1论述，复习1周最后90+ 周恩来政府管理学院
   百分制/绩点制 偶尔点名和签到 80-84/3.0-3.4 老师讲得比较好，但是对于缺乏兴趣的来说比较乏味 任务较少，对于漏签漏点的后期有课堂展示补救 闭卷考试，考核内容多，复习占用时间很长，难度中上 周恩来政府管理学院
   百分制/绩点制 签到，偶尔点两次名 85-89/3.5-3.9 老师很好 没有平时作业 期末考试就是名词解释，简答＋论述。把上课的背一背，再联系下热点 周恩来政府管理学院
 公共政策学 周望 百分制/绩点制 偶尔点名 75-79/2.5-2.9 说实话如果不是必修真不建议选，老师是个狠人，给分奇低无比至于授课内容和体验都很平庸 无 考试结课，考试内容巨多，占用时间长，并且考试难度高，老师判卷下手没轻没重 周恩来政府管理学院
 国家安全学概论 许晓 百分制/绩点制 偶尔点名 90-94/4.0 先讲概念，然后通过不同案例总结理论。老师可以说非常宽容，性格幽默。教的东西也有趣 每学期一次课堂展示，题目由老师出。难度较低 论文结课，结合课上理论，难度也不高 周恩来政府管理学院
 地方政府创新 凌争 百分制/绩点制 偶尔签到 95+ 人很好，能学到挺多的 小组pre 论文结课 周恩来政府管理学院
   百分制/绩点制 偶尔点名 85-89/3.5-3.9 讲授的内容偏向于学习的方法与视角，且内容比较基础。老师为人和蔼，但对课堂展示内容要求较高。总的来说可以在轻松的同时真正学到一些东西 讲述地方政府创新的案例，每学期只有一次，难度中等 论文结课，内容与课堂展示类似。难度中等 周恩来政府管理学院
 社区规划与治理 马学广 百分制/绩点制 点名 未出分 老师人很和善 可能有实践 视学生情况调整 周恩来政府管理学院
 社会保障与医疗管理概论 祁艳玲 百分制/绩点制 偶尔点名 95+ 很international 有期中作业文献汇报 论文结课 周恩来政府管理学院
 东亚国际关系 郭丽 百分制/绩点制 会有点名 80-84/3.0-3.4 给分平淡 平时任务还可以 论文结课 周恩来政府管理学院
